team_name,opponent,startdate,match_format,ground,match_result,margin,toss,batting,runs,wickets,overs_played,runs_avg_per_over
Vanuatu,P.N.G.,2019-03-24,T20I,Port Moresby,lost,10 wickets,won,1st,56.0,8.0,13.0,4.3
P.N.G.,Vanuatu,2019-03-24,T20I,Port Moresby,won,10 wickets,lost,2nd,60.0,0.0,3.0,20.0
South Africa,Sri Lanka,2019-03-24,T20I,Johannesburg,won,45 runs,lost,1st,198.0,2.0,20.0,9.9
Sri Lanka,South Africa,2019-03-24,T20I,Johannesburg,lost,45 runs,won,2nd,137.0,10.0,15.4,8.74
Malta,Spain,2019-03-29,T20I,Cartagena,lost,7 wickets,won,1st,98.0,9.0,20.0,4.9
Spain,Malta,2019-03-29,T20I,Cartagena,won,7 wickets,lost,2nd,99.0,3.0,12.1,8.13
Malta,Spain,2019-03-30,T20I,Cartagena,lost,109 runs,lost,2nd,97.0,10.0,19.5,4.89
Mexico,Belize,2019-04-25,T20I,Naucalpan,lost,4 wickets,lost,1st,108.0,9.0,20.0,5.4
Belize,Mexico,2019-04-25,T20I,Naucalpan,won,4 wickets,won,2nd,112.0,6.0,12.3,8.96
Costa Rica,Panama,2019-04-25,T20I,Naucalpan,lost,7 wickets,won,1st,112.0,5.0,20.0,5.6
Panama,Costa Rica,2019-04-25,T20I,Naucalpan,won,7 wickets,lost,2nd,113.0,3.0,15.4,7.21
Costa Rica,Mexico,2019-04-26,T20I,Naucalpan,lost,3 wickets,won,1st,133.0,7.0,20.0,6.65
Mexico,Costa Rica,2019-04-26,T20I,Naucalpan,won,3 wickets,lost,2nd,134.0,7.0,19.2,6.93
Panama,Belize,2019-04-26,T20I,Naucalpan,lost,9 runs,won,2nd,148.0,8.0,20.0,7.4
Panama,Mexico,2019-04-27,T20I,Naucalpan,won,33 runs,lost,1st,148.0,6.0,20.0,7.4
Mexico,Panama,2019-04-27,T20I,Naucalpan,lost,33 runs,won,2nd,115.0,6.0,20.0,5.75
Costa Rica,Belize,2019-04-27,T20I,Naucalpan,lost,5 wickets,won,1st,89.0,10.0,19.3,4.56
Belize,Costa Rica,2019-04-27,T20I,Naucalpan,won,5 wickets,lost,2nd,92.0,5.0,14.5,6.2
Pakistan,England,2019-05-05,T20I,Cardiff,lost,7 wickets,won,1st,173.0,6.0,20.0,8.65
England,Pakistan,2019-05-05,T20I,Cardiff,won,7 wickets,lost,2nd,175.0,3.0,19.2,9.05
Germany,Belgium,2019-05-11,T20I,Waterloo,won,62 runs,won,1st,128.0,7.0,20.0,6.4
Germany,Belgium,2019-05-11,T20I,Waterloo,won,9 runs,lost,1st,128.0,7.0,20.0,6.4
Belgium,Germany,2019-05-11,T20I,Waterloo,lost,62 runs,lost,2nd,119.0,6.0,20.0,5.95
Belgium,Germany,2019-05-11,T20I,Waterloo,lost,9 runs,won,2nd,119.0,6.0,20.0,5.95
Germany,Belgium,2019-05-11,T20I,Waterloo,won,62 runs,won,1st,149.0,6.0,20.0,7.45
Germany,Belgium,2019-05-11,T20I,Waterloo,won,9 runs,lost,1st,149.0,6.0,20.0,7.45
Belgium,Germany,2019-05-11,T20I,Waterloo,lost,62 runs,lost,2nd,87.0,10.0,14.4,5.93
Belgium,Germany,2019-05-11,T20I,Waterloo,lost,9 runs,won,2nd,87.0,10.0,14.4,5.93
Belgium,Germany,2019-05-12,T20I,Waterloo,lost,6 wickets,lost,1st,133.0,6.0,20.0,6.65
Germany,Belgium,2019-05-12,T20I,Waterloo,won,6 wickets,won,2nd,135.0,4.0,18.0,7.5
Nigeria,Kenya,2019-05-20,T20I,Kampala,lost,8 wickets,lost,1st,105.0,5.0,15.0,7.0
Kenya,Nigeria,2019-05-20,T20I,Kampala,won,8 wickets,won,2nd,106.0,2.0,12.2,8.59
Ghana,Namibia,2019-05-20,T20I,Kampala,lost,9 wickets,lost,1st,91.0,7.0,20.0,4.55
Namibia,Ghana,2019-05-20,T20I,Kampala,won,9 wickets,won,2nd,92.0,1.0,10.5,8.49
Uganda,Botswana,2019-05-20,T20I,Kampala,won,52 runs,lost,1st,142.0,7.0,20.0,7.1
Botswana,Uganda,2019-05-20,T20I,Kampala,lost,52 runs,won,2nd,90.0,10.0,18.0,5.0
Namibia,Uganda,2019-05-21,T20I,Kampala,won,42 runs,won,1st,167.0,7.0,20.0,8.35
Uganda,Namibia,2019-05-21,T20I,Kampala,lost,42 runs,lost,2nd,125.0,8.0,20.0,6.25
Nigeria,Botswana,2019-05-21,T20I,Kampala,won,11 runs,won,1st,119.0,10.0,19.5,6.0
Botswana,Nigeria,2019-05-21,T20I,Kampala,lost,11 runs,lost,2nd,108.0,7.0,20.0,5.4
Kenya,Ghana,2019-05-21,T20I,Kampala,won,53 runs,lost,1st,141.0,5.0,20.0,7.05
Ghana,Kenya,2019-05-21,T20I,Kampala,lost,53 runs,won,2nd,88.0,10.0,17.3,5.02
Nigeria,Ghana,2019-05-22,T20I,Kampala,won,28 runs,lost,1st,135.0,8.0,20.0,6.75
Ghana,Nigeria,2019-05-22,T20I,Kampala,lost,28 runs,won,2nd,107.0,8.0,20.0,5.35
Botswana,Namibia,2019-05-22,T20I,Kampala,lost,10 wickets,won,1st,46.0,10.0,12.1,3.78
Namibia,Botswana,2019-05-22,T20I,Kampala,won,10 wickets,lost,2nd,50.0,0.0,3.5,13.04
Kenya,Uganda,2019-05-22,T20I,Kampala,won,1 runs,won,1st,145.0,6.0,20.0,7.25
Uganda,Kenya,2019-05-22,T20I,Kampala,lost,1 runs,lost,2nd,144.0,9.0,20.0,7.2
Ghana,Uganda,2019-05-23,T20I,Kampala,lost,7 wickets,won,1st,113.0,6.0,20.0,5.65
Uganda,Ghana,2019-05-23,T20I,Kampala,won,7 wickets,lost,2nd,117.0,3.0,15.1,7.71
Germany,Italy,2019-05-25,T20I,Utrecht,lost,6 wickets,lost,1st,53.0,10.0,16.0,3.31
Germany,Italy,2019-05-25,T20I,Utrecht,lost,7 wickets,won,1st,53.0,10.0,16.0,3.31
Italy,Germany,2019-05-25,T20I,Utrecht,won,6 wickets,won,2nd,57.0,3.0,8.4,6.57
Italy,Germany,2019-05-25,T20I,Utrecht,won,7 wickets,lost,2nd,57.0,3.0,8.4,6.57
Germany,Italy,2019-05-25,T20I,Utrecht,lost,6 wickets,lost,1st,130.0,6.0,20.0,6.5
Germany,Italy,2019-05-25,T20I,Utrecht,lost,7 wickets,won,1st,130.0,6.0,20.0,6.5
Italy,Germany,2019-05-25,T20I,Utrecht,won,6 wickets,won,2nd,135.0,4.0,15.3,8.7
Italy,Germany,2019-05-25,T20I,Utrecht,won,7 wickets,lost,2nd,135.0,4.0,15.3,8.7
Jersey,Guernsey,2019-05-31,T20I,St Peter Port,tied,-,lost,1st,128.0,9.0,20.0,6.4
Guernsey,Jersey,2019-05-31,T20I,St Peter Port,tied,-,won,2nd,128.0,8.0,20.0,6.4
Jersey,Guernsey,2019-06-01,T20I,Castel,won,76 runs,won,1st,164.0,3.0,20.0,8.2
Jersey,Guernsey,2019-06-01,T20I,Castel,won,41 runs,lost,1st,164.0,3.0,20.0,8.2
Guernsey,Jersey,2019-06-01,T20I,Castel,lost,76 runs,lost,2nd,123.0,9.0,20.0,6.15
Guernsey,Jersey,2019-06-01,T20I,Castel,lost,41 runs,won,2nd,123.0,9.0,20.0,6.15
Jersey,Guernsey,2019-06-01,T20I,Castel,won,76 runs,won,1st,171.0,6.0,20.0,8.55
Jersey,Guernsey,2019-06-01,T20I,Castel,won,41 runs,lost,1st,171.0,6.0,20.0,8.55
Guernsey,Jersey,2019-06-01,T20I,Castel,lost,76 runs,lost,2nd,95.0,10.0,18.4,5.08
Guernsey,Jersey,2019-06-01,T20I,Castel,lost,41 runs,won,2nd,95.0,10.0,18.4,5.08
Guernsey,Jersey,2019-06-15,T20I,Castel,lost,8 wickets,won,1st,108.0,6.0,20.0,5.4
Jersey,Guernsey,2019-06-15,T20I,Castel,won,8 wickets,lost,2nd,109.0,2.0,14.2,7.6
Norway,Italy,2019-06-15,T20I,St Peter Port,lost,20 runs,won,1st,151.0,3.0,20.0,7.55
Italy,Norway,2019-06-15,T20I,St Peter Port,won,20 runs,lost,2nd,85.0,1.0,10.0,8.5
Guernsey,Germany,2019-06-15,T20I,Castel,lost,5 wickets,lost,1st,117.0,10.0,19.5,5.89
Germany,Guernsey,2019-06-15,T20I,Castel,won,5 wickets,won,2nd,118.0,5.0,17.0,6.94
Germany,Italy,2019-06-16,T20I,St Peter Port,lost,5 wickets,lost,1st,134.0,8.0,20.0,6.7
Italy,Germany,2019-06-16,T20I,St Peter Port,won,5 wickets,won,2nd,138.0,5.0,19.0,7.26
Jersey,Denmark,2019-06-16,T20I,Castel,won,18 runs,lost,1st,131.0,9.0,20.0,6.55
Denmark,Jersey,2019-06-16,T20I,Castel,lost,18 runs,won,2nd,113.0,8.0,20.0,5.65
Italy,Guernsey,2019-06-16,T20I,St Peter Port,won,11 runs,lost,1st,121.0,10.0,19.2,6.25
Guernsey,Italy,2019-06-16,T20I,St Peter Port,lost,11 runs,won,2nd,110.0,8.0,20.0,5.5
Jersey,Norway,2019-06-16,T20I,Castel,won,80 runs,won,1st,160.0,5.0,20.0,8.0
Norway,Jersey,2019-06-16,T20I,Castel,lost,80 runs,lost,2nd,80.0,10.0,19.2,4.13
Denmark,Norway,2019-06-17,T20I,Castel,won,46 runs,won,1st,141.0,7.0,20.0,7.05
Norway,Denmark,2019-06-17,T20I,Castel,lost,46 runs,lost,2nd,95.0,9.0,20.0,4.75
Norway,Guernsey,2019-06-19,T20I,Castel,lost,4 wickets,lost,1st,95.0,6.0,16.0,5.93
Guernsey,Norway,2019-06-19,T20I,Castel,won,4 wickets,won,2nd,96.0,6.0,15.5,6.06
Jersey,Italy,2019-06-19,T20I,St Peter Port,won,73 runs,lost,1st,149.0,6.0,20.0,7.45
Italy,Jersey,2019-06-19,T20I,St Peter Port,lost,73 runs,won,2nd,76.0,10.0,16.5,4.51
Denmark,Germany,2019-06-19,T20I,Castel,lost,7 wickets,lost,1st,109.0,8.0,20.0,5.45
Germany,Denmark,2019-06-19,T20I,Castel,won,7 wickets,won,2nd,110.0,3.0,14.3,7.58
Guernsey,Denmark,2019-06-20,T20I,Castel,won,6 runs,lost,1st,118.0,7.0,20.0,5.9
Denmark,Guernsey,2019-06-20,T20I,Castel,lost,6 runs,won,2nd,112.0,9.0,20.0,5.6
Norway,Germany,2019-06-20,T20I,St Peter Port,lost,7 wickets,lost,1st,99.0,10.0,20.0,4.95
Germany,Norway,2019-06-20,T20I,St Peter Port,won,7 wickets,won,2nd,101.0,3.0,11.1,9.04
Denmark,Italy,2019-06-20,T20I,Castel,won,30 runs,won,1st,158.0,9.0,20.0,7.9
Italy,Denmark,2019-06-20,T20I,Castel,lost,30 runs,lost,2nd,128.0,10.0,19.3,6.56
Jersey,Germany,2019-06-20,T20I,St Peter Port,lost,3 wickets,lost,1st,134.0,5.0,20.0,6.7
Germany,Jersey,2019-06-20,T20I,St Peter Port,won,3 wickets,won,2nd,136.0,7.0,14.2,9.48
Netherlands,Zimbabwe,2019-06-23,T20I,Rotterdam,won,49 runs,lost,1st,199.0,6.0,20.0,9.95
Zimbabwe,Netherlands,2019-06-23,T20I,Rotterdam,lost,49 runs,won,2nd,150.0,10.0,19.5,7.56
Thailand,Malaysia,2019-06-24,T20I,Kuala Lumpur,lost,5 wickets,lost,1st,113.0,8.0,20.0,5.65
Malaysia,Thailand,2019-06-24,T20I,Kuala Lumpur,won,5 wickets,won,2nd,114.0,5.0,17.0,6.7
Malaysia,Maldives,2019-06-25,T20I,Kuala Lumpur,won,73 runs,lost,1st,186.0,5.0,20.0,9.3
Maldives,Malaysia,2019-06-25,T20I,Kuala Lumpur,lost,73 runs,won,2nd,113.0,10.0,16.3,6.84
Netherlands,Zimbabwe,2019-06-25,T20I,Rotterdam,tied,-,won,1st,152.0,8.0,20.0,7.6
Zimbabwe,Netherlands,2019-06-25,T20I,Rotterdam,tied,-,lost,2nd,152.0,10.0,20.0,7.6
Thailand,Maldives,2019-06-26,T20I,Kuala Lumpur,lost,2 wickets,won,1st,130.0,7.0,20.0,6.5
Maldives,Thailand,2019-06-26,T20I,Kuala Lumpur,won,2 wickets,lost,2nd,131.0,8.0,20.0,6.55
Thailand,Malaysia,2019-06-27,T20I,Kuala Lumpur,lost,8 wickets,won,1st,127.0,7.0,20.0,6.35
Malaysia,Thailand,2019-06-27,T20I,Kuala Lumpur,won,8 wickets,lost,2nd,129.0,2.0,15.0,8.6
Maldives,Thailand,2019-06-29,T20I,Kuala Lumpur,lost,5 wickets,lost,1st,153.0,6.0,20.0,7.65
Thailand,Maldives,2019-06-29,T20I,Kuala Lumpur,won,5 wickets,won,2nd,154.0,5.0,19.1,8.03
Qatar,Kuwait,2019-07-04,T20I,Doha,lost,7 wickets,lost,1st,154.0,9.0,20.0,7.7
Kuwait,Qatar,2019-07-04,T20I,Doha,won,7 wickets,won,2nd,157.0,3.0,16.3,9.51
Qatar,Kuwait,2019-07-05,T20I,Doha,tied,-,won,2nd,112.0,8.0,20.0,5.6
Kuwait,Qatar,2019-07-06,T20I,Doha,lost,3 wickets,lost,1st,203.0,5.0,20.0,10.15
Qatar,Kuwait,2019-07-06,T20I,Doha,won,3 wickets,won,2nd,206.0,7.0,20.0,10.3
Samoa,P.N.G.,2019-07-08,T20I,Apia (No 1),lost,9 wickets,lost,1st,83.0,5.0,15.0,5.53
P.N.G.,Samoa,2019-07-08,T20I,Apia (No 1),won,9 wickets,won,2nd,29.0,1.0,3.1,9.15
Vanuatu,P.N.G.,2019-07-09,T20I,Apia (No 3),lost,3 wickets,lost,1st,77.0,10.0,17.5,4.31
P.N.G.,Vanuatu,2019-07-09,T20I,Apia (No 3),won,3 wickets,won,2nd,78.0,7.0,12.4,6.15
Vanuatu,Samoa,2019-07-09,T20I,Apia (No 1),lost,2 wickets,lost,1st,147.0,7.0,20.0,7.35
Samoa,Vanuatu,2019-07-09,T20I,Apia (No 1),won,2 wickets,won,2nd,148.0,8.0,19.2,7.65
Samoa,P.N.G.,2019-07-10,T20I,Apia (No 2),lost,7 wickets,lost,1st,81.0,10.0,17.5,4.54
P.N.G.,Samoa,2019-07-10,T20I,Apia (No 2),won,7 wickets,won,2nd,83.0,3.0,9.3,8.73
Vanuatu,Samoa,2019-07-12,T20I,Apia (No 3),won,32 runs,lost,1st,180.0,5.0,20.0,9.0
Samoa,Vanuatu,2019-07-12,T20I,Apia (No 3),lost,32 runs,won,2nd,148.0,8.0,20.0,7.4
P.N.G.,Vanuatu,2019-07-12,T20I,Apia (No 2),won,59 runs,lost,1st,181.0,10.0,19.5,9.12
Vanuatu,P.N.G.,2019-07-12,T20I,Apia (No 2),lost,59 runs,won,2nd,122.0,9.0,20.0,6.1
Zimbabwe,Ireland,2019-07-12,T20I,Bready,lost,9 wickets,lost,1st,132.0,8.0,13.0,10.15
Ireland,Zimbabwe,2019-07-12,T20I,Bready,won,9 wickets,won,2nd,134.0,1.0,10.5,12.36
P.N.G.,Vanuatu,2019-07-13,T20I,Apia (No 2),won,32 runs,lost,1st,137.0,10.0,18.4,7.33
Vanuatu,P.N.G.,2019-07-13,T20I,Apia (No 2),lost,32 runs,won,2nd,105.0,10.0,19.1,5.47
Malaysia,Nepal,2019-07-13,T20I,Kuala Lumpur,lost,7 wickets,won,1st,128.0,9.0,20.0,6.4
Nepal,Malaysia,2019-07-13,T20I,Kuala Lumpur,won,7 wickets,lost,2nd,129.0,3.0,18.3,6.97
Denmark,Finland,2019-07-13,T20I,Brondby,won,38 runs,won,1st,117.0,10.0,18.3,6.32
Denmark,Finland,2019-07-13,T20I,Brondby,won,1 runs,lost,1st,117.0,10.0,18.3,6.32
Finland,Denmark,2019-07-13,T20I,Brondby,lost,38 runs,lost,2nd,116.0,7.0,20.0,5.8
Finland,Denmark,2019-07-13,T20I,Brondby,lost,1 runs,won,2nd,116.0,7.0,20.0,5.8
Denmark,Finland,2019-07-13,T20I,Brondby,won,38 runs,won,1st,124.0,9.0,20.0,6.2
Denmark,Finland,2019-07-13,T20I,Brondby,won,1 runs,lost,1st,124.0,9.0,20.0,6.2
Finland,Denmark,2019-07-13,T20I,Brondby,lost,38 runs,lost,2nd,86.0,10.0,18.2,4.69
Finland,Denmark,2019-07-13,T20I,Brondby,lost,1 runs,won,2nd,86.0,10.0,18.2,4.69
Nepal,Malaysia,2019-07-14,T20I,Kuala Lumpur,won,6 runs,won,1st,173.0,6.0,20.0,8.65
Malaysia,Nepal,2019-07-14,T20I,Kuala Lumpur,lost,6 runs,lost,2nd,167.0,7.0,20.0,8.35
Ireland,Zimbabwe,2019-07-14,T20I,Bready,lost,8 wickets,lost,1st,171.0,9.0,20.0,8.55
Zimbabwe,Ireland,2019-07-14,T20I,Bready,won,8 wickets,won,2nd,172.0,2.0,16.4,10.32
Singapore,Qatar,2019-07-22,T20I,Singapore,won,33 runs,won,1st,186.0,7.0,20.0,9.3
Qatar,Singapore,2019-07-22,T20I,Singapore,lost,33 runs,lost,2nd,153.0,9.0,20.0,7.65
Malaysia,Kuwait,2019-07-22,T20I,Singapore,won,42 runs,won,1st,162.0,10.0,20.0,8.1
Kuwait,Malaysia,2019-07-22,T20I,Singapore,lost,42 runs,lost,2nd,120.0,10.0,18.0,6.66
Nepal,Qatar,2019-07-23,T20I,Singapore,lost,4 wickets,won,1st,122.0,10.0,20.0,6.1
Qatar,Nepal,2019-07-23,T20I,Singapore,won,4 wickets,lost,2nd,124.0,6.0,19.2,6.41
Malaysia,Nepal,2019-07-24,T20I,Singapore,lost,7 wickets,lost,1st,83.0,7.0,9.0,9.22
Nepal,Malaysia,2019-07-24,T20I,Singapore,won,7 wickets,won,2nd,86.0,3.0,8.0,10.75
Kuwait,Qatar,2019-07-26,T20I,Singapore,won,10 runs,lost,1st,197.0,7.0,20.0,9.85
Qatar,Kuwait,2019-07-26,T20I,Singapore,lost,10 runs,won,2nd,187.0,5.0,20.0,9.35
Malaysia,Singapore,2019-07-26,T20I,Singapore,lost,8 wickets,won,1st,92.0,10.0,18.4,4.92
Singapore,Malaysia,2019-07-26,T20I,Singapore,won,8 wickets,lost,2nd,96.0,2.0,13.2,7.2
Kuwait,Nepal,2019-07-27,T20I,Singapore,lost,7 wickets,lost,1st,141.0,9.0,20.0,7.05
Nepal,Kuwait,2019-07-27,T20I,Singapore,won,7 wickets,won,2nd,143.0,3.0,15.5,9.03
Malaysia,Qatar,2019-07-27,T20I,Singapore,lost,4 wickets,won,1st,144.0,10.0,19.1,7.51
Qatar,Malaysia,2019-07-27,T20I,Singapore,won,4 wickets,lost,2nd,147.0,6.0,19.4,7.47
Singapore,Nepal,2019-07-28,T20I,Singapore,won,82 runs,won,1st,191.0,6.0,20.0,9.55
Nepal,Singapore,2019-07-28,T20I,Singapore,lost,82 runs,lost,2nd,109.0,10.0,15.0,7.26
U.A.E.,Netherlands,2019-08-03,T20I,Amstelveen,won,13 runs,lost,1st,181.0,5.0,20.0,9.05
Netherlands,U.A.E.,2019-08-03,T20I,Amstelveen,lost,13 runs,won,2nd,168.0,4.0,20.0,8.4
West Indies,India,2019-08-03,T20I,Lauderhill,lost,4 wickets,lost,1st,95.0,9.0,20.0,4.75
India,West Indies,2019-08-03,T20I,Lauderhill,won,4 wickets,won,2nd,98.0,6.0,17.2,5.65
India,West Indies,2019-08-04,T20I,Lauderhill,won,22 runs,won,1st,167.0,5.0,20.0,8.35
West Indies,India,2019-08-04,T20I,Lauderhill,lost,22 runs,lost,2nd,98.0,4.0,15.3,6.32
Netherlands,U.A.E.,2019-08-05,T20I,Amstelveen,lost,5 wickets,lost,1st,136.0,9.0,20.0,6.8
U.A.E.,Netherlands,2019-08-05,T20I,Amstelveen,won,5 wickets,won,2nd,140.0,5.0,19.3,7.17
U.A.E.,Netherlands,2019-08-06,T20I,The Hague,won,14 runs,lost,1st,152.0,8.0,20.0,7.6
Netherlands,U.A.E.,2019-08-06,T20I,The Hague,lost,14 runs,won,2nd,138.0,9.0,20.0,6.9
West Indies,India,2019-08-06,T20I,Providence,lost,7 wickets,lost,1st,146.0,6.0,20.0,7.3
India,West Indies,2019-08-06,T20I,Providence,won,7 wickets,won,2nd,150.0,3.0,19.1,7.82
Netherlands,U.A.E.,2019-08-08,T20I,The Hague,lost,7 wickets,won,1st,150.0,6.0,20.0,7.5
U.A.E.,Netherlands,2019-08-08,T20I,The Hague,won,7 wickets,lost,2nd,153.0,3.0,19.4,7.77
Finland,Spain,2019-08-17,T20I,Kerava,lost,6 wickets,won,1st,185.0,8.0,20.0,9.25
Finland,Spain,2019-08-17,T20I,Kerava,won,82 runs,won,1st,185.0,8.0,20.0,9.25
Spain,Finland,2019-08-17,T20I,Kerava,won,6 wickets,lost,2nd,103.0,10.0,15.0,6.86
Spain,Finland,2019-08-17,T20I,Kerava,lost,82 runs,lost,2nd,103.0,10.0,15.0,6.86
Finland,Spain,2019-08-17,T20I,Kerava,lost,6 wickets,won,1st,135.0,8.0,20.0,6.75
Finland,Spain,2019-08-17,T20I,Kerava,won,82 runs,won,1st,135.0,8.0,20.0,6.75
Spain,Finland,2019-08-17,T20I,Kerava,won,6 wickets,lost,2nd,141.0,4.0,19.0,7.42
Spain,Finland,2019-08-17,T20I,Kerava,lost,82 runs,lost,2nd,141.0,4.0,19.0,7.42
Finland,Spain,2019-08-18,T20I,Kerava,lost,4 wickets,won,1st,158.0,8.0,20.0,7.9
Spain,Finland,2019-08-18,T20I,Kerava,won,4 wickets,lost,2nd,159.0,6.0,19.4,8.08
Bermuda,U.S.A.,2019-08-18,T20I,Sandys Parish,won,6 runs,won,1st,141.0,7.0,20.0,7.05
U.S.A.,Bermuda,2019-08-18,T20I,Sandys Parish,lost,6 runs,lost,2nd,135.0,7.0,20.0,6.75
Canada,Cayman,2019-08-18,T20I,Sandys Parish,won,84 runs,won,1st,196.0,6.0,20.0,9.8
Cayman,Canada,2019-08-18,T20I,Sandys Parish,lost,84 runs,lost,2nd,112.0,7.0,20.0,5.6
Namibia,Botswana,2019-08-19,T20I,Windhoek,won,93 runs,lost,1st,193.0,4.0,20.0,9.65
Botswana,Namibia,2019-08-19,T20I,Windhoek,lost,93 runs,won,2nd,100.0,7.0,20.0,5.0
Cayman,U.S.A.,2019-08-19,T20I,Hamilton,lost,10 runs,lost,1st,68.0,8.0,20.0,3.4
U.S.A.,Cayman,2019-08-19,T20I,Hamilton,won,10 runs,won,2nd,60.0,5.0,15.0,4.0
Namibia,Botswana,2019-08-20,T20I,Windhoek,won,124 runs,lost,1st,240.0,3.0,20.0,12.0
Botswana,Namibia,2019-08-20,T20I,Windhoek,lost,124 runs,won,2nd,116.0,2.0,20.0,5.8
Cayman,Bermuda,2019-08-21,T20I,Sandys Parish,lost,6 wickets,won,1st,116.0,9.0,20.0,5.8
Bermuda,Cayman,2019-08-21,T20I,Sandys Parish,won,6 wickets,lost,2nd,117.0,4.0,15.2,7.63
U.S.A.,Canada,2019-08-21,T20I,Sandys Parish,lost,4 wickets,won,1st,144.0,6.0,20.0,7.2
Canada,U.S.A.,2019-08-21,T20I,Sandys Parish,won,4 wickets,lost,2nd,145.0,6.0,19.1,7.56
Namibia,Botswana,2019-08-22,T20I,Windhoek,won,78 runs,won,1st,174.0,8.0,20.0,8.7
Botswana,Namibia,2019-08-22,T20I,Windhoek,lost,78 runs,lost,2nd,96.0,10.0,18.1,5.28
Cayman,Canada,2019-08-22,T20I,Sandys Parish,lost,8 wickets,lost,1st,91.0,7.0,20.0,4.55
Canada,Cayman,2019-08-22,T20I,Sandys Parish,won,8 wickets,won,2nd,95.0,2.0,12.1,7.8
U.S.A.,Bermuda,2019-08-22,T20I,Sandys Parish,lost,4 wickets,lost,1st,141.0,9.0,20.0,7.05
Bermuda,U.S.A.,2019-08-22,T20I,Sandys Parish,won,4 wickets,won,2nd,142.0,6.0,18.5,7.53
Botswana,Namibia,2019-08-23,T20I,Windhoek,lost,8 wickets,won,1st,85.0,8.0,20.0,4.25
Namibia,Botswana,2019-08-23,T20I,Windhoek,won,8 wickets,lost,2nd,86.0,2.0,11.1,7.7
Cayman,U.S.A.,2019-08-24,T20I,Sandys Parish,lost,9 wickets,won,1st,66.0,9.0,20.0,3.3
U.S.A.,Cayman,2019-08-24,T20I,Sandys Parish,won,9 wickets,lost,2nd,70.0,1.0,9.4,7.24
Bermuda,Canada,2019-08-24,T20I,Sandys Parish,lost,8 wickets,won,1st,116.0,10.0,19.5,5.84
Canada,Bermuda,2019-08-24,T20I,Sandys Parish,won,8 wickets,lost,2nd,120.0,2.0,13.1,9.11
Canada,U.S.A.,2019-08-25,T20I,Sandys Parish,won,15 runs,lost,1st,173.0,8.0,20.0,8.65
U.S.A.,Canada,2019-08-25,T20I,Sandys Parish,lost,15 runs,won,2nd,158.0,8.0,20.0,7.9
Cayman,Bermuda,2019-08-25,T20I,Sandys Parish,lost,6 wickets,won,1st,114.0,10.0,19.2,5.89
Bermuda,Cayman,2019-08-25,T20I,Sandys Parish,won,6 wickets,lost,2nd,115.0,4.0,16.3,6.96
Romania,Austria,2019-08-29,T20I,Ilfov County,won,31 runs,lost,1st,137.0,7.0,20.0,6.85
Austria,Romania,2019-08-29,T20I,Ilfov County,lost,31 runs,won,2nd,106.0,10.0,19.4,5.38
Turkey,Luxembourg,2019-08-29,T20I,Ilfov County,lost,8 wickets,won,1st,28.0,10.0,11.3,2.43
Luxembourg,Turkey,2019-08-29,T20I,Ilfov County,won,8 wickets,lost,2nd,29.0,2.0,3.1,9.15
Romania,Turkey,2019-08-29,T20I,Ilfov County,won,173 runs,lost,1st,226.0,6.0,20.0,11.3
Turkey,Romania,2019-08-29,T20I,Ilfov County,lost,173 runs,won,2nd,53.0,10.0,13.0,4.07
Czech Rep.,Austria,2019-08-30,T20I,Ilfov County,lost,8 wickets,lost,1st,125.0,7.0,20.0,6.25
Austria,Czech Rep.,2019-08-30,T20I,Ilfov County,won,8 wickets,won,2nd,126.0,2.0,14.4,8.59
Luxembourg,Romania,2019-08-30,T20I,Ilfov County,lost,7 wickets,won,1st,127.0,10.0,19.5,6.4
Romania,Luxembourg,2019-08-30,T20I,Ilfov County,won,7 wickets,lost,2nd,129.0,3.0,15.3,8.32
Czech Rep.,Turkey,2019-08-30,T20I,Ilfov County,won,257 runs,won,1st,278.0,4.0,20.0,13.9
Turkey,Czech Rep.,2019-08-30,T20I,Ilfov County,lost,257 runs,lost,2nd,21.0,10.0,8.3,2.47
Austria,Luxembourg,2019-08-31,T20I,Ilfov County,won,135 runs,won,1st,239.0,3.0,20.0,11.95
Luxembourg,Austria,2019-08-31,T20I,Ilfov County,lost,135 runs,lost,2nd,104.0,8.0,20.0,5.2
Romania,Czech Rep.,2019-08-31,T20I,Ilfov County,lost,6 wickets,lost,1st,115.0,9.0,20.0,5.75
Czech Rep.,Romania,2019-08-31,T20I,Ilfov County,won,6 wickets,won,2nd,116.0,4.0,17.1,6.75
Turkey,Austria,2019-08-31,T20I,Ilfov County,lost,10 wickets,won,1st,32.0,10.0,8.5,3.62
Austria,Turkey,2019-08-31,T20I,Ilfov County,won,10 wickets,lost,2nd,33.0,0.0,2.4,12.37
Luxembourg,Czech Rep.,2019-09-01,T20I,Ilfov County,lost,6 wickets,lost,1st,145.0,5.0,20.0,7.25
Czech Rep.,Luxembourg,2019-09-01,T20I,Ilfov County,won,6 wickets,won,2nd,148.0,4.0,15.5,9.34
Austria,Czech Rep.,2019-09-01,T20I,Ilfov County,won,30 runs,lost,1st,193.0,4.0,20.0,9.65
Czech Rep.,Austria,2019-09-01,T20I,Ilfov County,lost,30 runs,won,2nd,163.0,10.0,19.0,8.57
